BL5,J B MARTIN COMPANY INC,P O BOX 607,,LEESVILLE,SC,290700607,8035326277,Importer
BL6,TROPICAL & MARINE PARADISE,1319 NORTH 5TH STREET,,STROUDSBURG,PA,183600000,7174249115,Importer
BL7,BOSCHERT INC,P O BOX 9668,UNIT 2A  6000 GRELOT ROAD,MOBILE,AL,366910000,2056616091,Importer
BL8,NEW YORK BLOOD CENTER,310 E 67TH STREET,,NEW YORK,NY,100210000,2124682181,Importer
BL9,QST INDUSTRIES INC,231 S JEFFERSON STREET,,CHICAGO,IL,606615693,3128314019,Importer
BM0,ANDREW PAPER & CHEMICAL CO INC,1 CHANNEL DRIVE,P O BOX 509,PORT WASHINGTON,NY,110500000,5167672800,Importer
BM1,FALKEN TIRE CORPORATION,10404 SIXTH STREET,,RANCHO CUCAMONG,CA,917300000,8007232553,Importer
BM2,CHATANI ENTERPRISES,310 MADISON AVENUE,SUITE 1028,NEW YORK,NY,100170000,2129531244,Importer
BM3,CONVERSE INC,ONE FORDHAM ROAD,,NORTH READING,MA,018642680,5086647700,Importer
BM4,KUSNADI,118 CHAMBERS STREET,2ND FLOOR,NEW YORK,NY,100070000,2125870110,Importer
BM5,E I DUPONT DE NEMOURS & COMPANY,CONCORD PLAZA,READ BUILDING,WILMINGTON,DE,198980000,3026956023,Importer
BM6,GARRETT WADE COMPANY INC,161 AVENUE OF THE AMERICAS,,NEW YORK,NY,100130000,2128071155,Importer
BM7,THE ECHO DESIGN GROUP INC,36-50 31ST STREET,,LONG ISLAND CIT,NY,111060000,7189373550,Importer
BM8,QUAKER MOVING & STORAGE CO INC,901 POPLAR STREET,,PHILADELPHIA,PA,191231998,2152365800,Importer
BM9,U S COMPUTER,2129 NW 79TH AVENUE,,MIAMI,FL,331220000,3055937303,Importer
BN0,MAIDENFORM INC,154 AVENUE E,,BAYONNE,NJ,070020000,2014369200,Importer
BN1,TRIDENT TEXTILES LTD.,18 SOUTH FIFTH STREET,,QUAKERTOWN,PA,189510000,2155363275,Importer
BN2,LYONDELL PETROCHEMICAL CHEM CO,1221 MCKINNEY   SUITE 1600,P O BOX 3464,HOUSTON,TX,772533646,7136524124,Importer
BN3,FLORIDA FRESH SEAFOOD CORP,3290 N W SOUTH RIVER DRIVE,,MIAMI,FL,331420000,3056342806,Importer
BN4,DALE ELECTRONICS,1122 23RD STREET,,COLUMBUS,NE,686010000,4025636302,Importer
BN5,ORIENTAL TRADING COMPANY,4206 SOUTH 108TH STREET,,OMAHA,NE,681370000,4023315511,Importer
BN6,REGAL INDUSTRIES INC,606 SPRING GARDEN STREET,,PHILADELPHIA,PA,191230000,2159236835,Importer
BN7,WARREN OF STAFFORD - WARREN CORPORA,P O BOX 520,,STAFFORD SPRNGS,CT,060760000,2036842766,Importer
BN8,MNG CORPORATION,242 MAIN STREET,,SAYREVILLE,NJ,088720000,7189210138,Importer
BN9,AERLINGUS,122 EAST 42 STREET,,NEW YORK,NY,101680000,7185534272,Importer
BO1,SAVANNAH FOODS & INDUSTRIES INC,P O BOX 339,,SAVANNAH,GA,314020000,9126514859,Importer
BO2,THOMAS ERBEN GALLERY,118 SPRING STREET,,NEW YORK,NY,100120000,2129665283,Importer
BO3,AIRCANADA,5761 WEST IMPERIAL HIGHWAY,SUITE 200,LOS ANGELES,CA,900450000,3106469299,Importer
BO4,LAS AMALIAS S A,P O BOX 52-6123,1324 NW 78TH AVENUE (33126),MIAMI,FL,331520000,3055927376,Importer
BO5,POLEAN FOODS INC,6 SPLIT OAK DRIVE,,EAST NORWICH,NY,117320000,5169229333,Importer
BO6,TELEDYNE,7300 HIGHWAY 20 WEST,,HUNTSVILLE,AL,358060000,2057222211,Importer
BO7,UNIROYAL CHEMICAL COMPANY INC,BENSON ROAD,WORLD HEADQUARTERS,MIDDLEBURY,CT,067490000,2035732644,Importer
BO8,CANON U S A INC,1 CANON PLAZA,,LAKE SUCCESS,NY,110421113,5163285086,Importer
BO9,NESTOR IVAN OREJUELA,60 SAIRE STREET AREA,,ELIZABETH,NJ,072080000,9083535756,Importer
BP0,RICOH CORPORATION,5 DEDRICK PLACE,,WEST CALDWELL,NJ,070060000,2018825872,Importer
BP1,OMEGA ENGINEERING INC,ONE OMEGA DRIVE,,STAMFORD,CT,069070000,2033597602,Importer
BP2,KBA-PLANETA NORTH AMERICA INC,9 HURRICANE LANE,,WILLISTON,VT,054950900,8028789400,Importer
BP3,NELES-JAMESBURY INC,145 MURRAY STREET,,GLEN FALLS,NY,128010000,5187983131,Importer
BP4,ATLANTIC STEAMERS SUPPLY CO INC,1100 ADAMS STREET,,HOBOKEN,NJ,070300000,2123444595,Importer
BP5,NON-FERROUS INTERNATIONAL CORP,545 MADISON AVENUE,,NEW YORK,NY,100220000,2126442300,Importer
BP6,VAN CAMP SEAFOOD CO INC,4510 EXECUTIVE DRIVE,#300,SAN DIEGO,CA,921210000,6195974200,Importer
BP7,COOPER INDUSTRIES,COOPER ENERGY SERVICES,105 NORTH SANDUSKY STREET,MOUNT VERNON,OH,430500000,6143938200,Importer
BP8,LOMBARDO'S,76 VOORHEES STREET,,NEWARK,NJ,071080000,2013998200,Importer
BP9,MAYAN DESIGNS INC,99 MONTGOMERY STREET,,HIGHLAND PARK,NJ,089040000,9082741995,Importer
BQ0,ZENECA INC,NEW MURPHY ROAD & CONCORD PIKE,,WILMINGTON,DE,198970000,3028865899,Importer
BQ1,BP OIL COMPANY,200 PUBLIC SQUARE 20-A,,CLEVELAND,OH,441142375,2165868216,Importer
BQ2,BENAMY INTERNATIONAL INC,2388 PLEASANTDALE ROAD,,ATLANTA,GA,303400000,4044486596,Importer
BQ3,VEROSOL,215 BEECHAM DRIVE,P O BOX 517,PITTSBURGH,PA,152300000,4129224300,Importer
BQ4,OLYMPIC TRADING GROUP INC,THE SEATTLE TRADE CENTER,2601 ELLIOTT AVENUE   SUITE 3113,SEATTLE,WA,981210000,2064413035,Importer
BQ5,EXXON CORPORATION,800 BELL STREET RM. 3555J,,HOUSTON,TX,772522180,7136565685,Importer
BQ6,PHILLIPS PUERTO RICO CORE INC,PHILLIPS PARAXYLENE INC,P O BOX 1166,GUAYAMA,PR,006550000,8098645000,Importer
BQ7,KOCH REFINING COMPANY,4111 E 37TH STREET,P O BOX 2302,WICHITA,KS,672012302,3168325295,Importer
BQ8,THE SHTOFMAN CO INC,3100 WESLAYAN,SUITE 405,HOUSTON,TX,770275752,7136256933,Importer
BQ9,STAR ENTERPRISE,12700 NORTHBOROUGH DRIVE,,HOUSTON,TX,770670000,7138744910,Importer
BR0,PHILLIPS PETROLEUM COMPANY,800D PLAZA OFFICE BUILDING,,BARTLESVILLE,OK,740040000,9186618219,Importer
BR1,MARATHON OIL COMPANY,539 SOUTH MAIN STREET,ROOM 414-M,FINDLAY,OH,458400000,4194213990,Importer
BR2,SUN REFINING AND MARKETING COMPANY,1801 MARKET STREET,,PHILADELPHIA,PA,191031699,2159776044,Importer
BR3,GO-DAN INDUSTRIES,4601 E CORRIDOR,R R 4   BOX 146,LAREDO,TX,780410000,2107252472,Importer
BR4,STEPAN COMPANY,100 WEST HUNTER AVENUE,,MAYWOOD,NJ,076070000,2018453030,Importer
BR5,H R V MARKETING CO,146 WEST 29TH STREET,,NEW YORK,NY,100010000,2122681600,Importer
BR6,SAN DIEGO FRAME MANUFACTURING CO IN,1567 FRONTAGE ROAD,,CHULA VISTA,CA,919110000,6194232929,Importer
BR7,AIR JAMAICA CARGO,BUILDING 87,JFK INTL AIRPORT,JAMAICA,NY,114300000,7189176171,Importer
BR8,MARQUI LTD,2 WEST 46TH STREET,#1403,NEW YORK,NY,100360000,2128407795,Importer
BR9,GENERAL MOTORS CORPORATION,RENAISSANCE CTR - BOX 300,MAIL CODE 482-C13-C96,DETROIT,MI,482653000,3136653915,Importer
BS0,OVERSEAS OF THE CARIBBEAN,P O BOX 55,"COTO,  LAUREL STATION",PONCE,PR,007800000,8092590210,Importer
BS1,COUGAR SUNGLASSES COMPANY,7171 HARWIN DRIVE,SUITE 102,HOUSTON,TX,770360000,7136729308,Importer
BS2,GULF COAST MARITIME SUPPLY,5922 HARVEY WILSON DRIVE,,HOUSTON,TX,770208121,7136729308,Importer
BS3,AMERICAN WINE AND IMPORTING CO,3800 DISTRIBUTION BLVD,,HOUSTON,TX,770180000,7136915340,Importer
BS4,OLYMPIC AIRWAYS,CARGO BLDG NO 87,JFK INTL AIRPORT,JAMAICA,NY,114300000,7186565089,Importer
BS5,AMERICAN TILE MANUFACTURING INC,8012 NW 68TH STREET,,MIAMI,FL,331660000,3055913565,Importer
BS6,ERICSSON GE MOBILE COMMUNICATIONS I,ONE MOUNTAIN VIEW ROAD,,LYNCHBURG,VA,245020000,8045287000,Importer
BS7,SAYED ANTIQUES & ART,19 STONEHEDGE LANE,,MADISON,NJ,079400000,2013010894,Importer
BS8,DOMINO SUGAR CORPORATION,1114 AVENUE OF THE AMERICAS,,NEW YORK,NY,100360000,2127899700,Importer
BS9,AUGAT WIRING SYSTEMS,2745 GUNTER PARK DRIVE W,,MONTGOMERY,AL,361091099,6028890022,Importer
BT0,DUPONT AGRICHEMICALS CARIBBEAN,P O BOX 3000,,MANATI,PR,006743000,8098841267,Importer
BT1,INTERNATIONAL WOOD PRODUCTS,DIV OF 3D INDUSTRIES,10883 THORNMONT ROAD,SAN DIEGO,CA,921270000,6196733667,Importer
BT2,PRICE IND,10883 THORNMINT RD,,SAN DIEGO,CA,921270000,6196734451,Importer
BT3,IGOR CONSTRUCTION CORP,8-03 117TH STREET,,COLLEGE POINT,NY,113561023,7184614077,Importer
BT4,HOUSTON INTERNATIONAL TRADING,8505 NORTH LOOP EAST,SUITE 103,HOUSTON,TX,770290000,7136719115,Importer
BT5,DOLE FRESH FRUIT COMPANY,700 PETE SCHAFF BLVD,P O BOX 963,FREEPORT,TX,775410000,4092336030,Importer
BT6,THE EMPTY VASE OF HOUSTON,2439 WESTHEIMER ROAD,,HOUSTON,TX,770981394,7135299969,Importer
BT7,FINE PRINT DISTRIBUTORS,6448 HIGHWAY 290 EAST,SUITE B 104,AUSTIN,TX,787231038,5124528709,Importer
BT8,BLOCK DISTRIBUTING COMPANY INC,434 45TH STREET,P O BOX 9429,CORPUS CHRISTI,TX,784690000,5128824273,Importer
BT9,EASTERN FREIGHT FORWARDERS,301 BROADWAY,P O BOX 9728,RIVIERA BEACH,FL,334040000,3059498331,Importer
BU0,TELECTRONICS PACING SYSTEMS INC,P O BOX 025202,,MIAMI,FL,331020000,3053646108,Importer
BU1,TEXAS ARAI INC,8204 FAIRBANKS,,N HOUSTON,TX,770640000,7139371800,Importer
BU2,TRADE AM INTERNATIONAL,1859-I BEAVER RIDGE CIRCLE,,NORCROSS,GA,300710000,4042636144,Importer
BU3,MANHATTAN ELECTRIC INDUSTRIES,80 39TH STREET,,BROOKLYN,NY,112320000,7189651100,Importer
BU4,MAGID GLOVE AND SAFETY MFG CO,2060 N KOLMAR AVENUE,,CHICAGO,IL,606390000,3123842070,Importer
BU5,PHIILIPS & JONES (USA) INC,123 HARMONY CREST DRIVE,P O BOX 7246,NEWARK,DE,197147246,3027277987,Importer
BU6,ANGEL BRAND CO,1260 WOODLAND AVENUE,,SPRINGFIELD,PA,190630000,2155653460,Importer
BU7,OKCUOGLU INTERNATIONAL INC,265 ST JAMES PLACE,,PHILADELPHIA,PA,191060000,2159255555,Importer
BU8,HANDCRAFT DESIGNS INC,63 EAST BROAD STREET,,HATIELD,PA,194400000,2158553022,Importer
BU9,CHRYSLER CORPORATION NEWARD ASSY,550 SOUTH COLLEGE AVENUE,P O BOX 6040,NEWARK,DE,197146040,3024535217,Importer
BV0,UNISYS CORPORATION,IMPORT CONTROL,P O BOX 500   MS E8-108,BLUE BELL,PA,194240006,2159863615,Importer
BV1,EXPANKO CORK CO INC,1139 PHOENIXVILLE PIKE,,WEST CHESTER,PA,193800000,2154368300,Importer
BV2,ALUMINUM COIL ANODIZING CORP,501 E LAKE STREET,,STREAMWOOD,IL,601070000,7088374000,Importer
BV3,BRONX REPTILES INC,58 KNOWLES STREET,,YONKERS,NY,107050000,9143651525,Importer
BV4,DOUGLAS E LINDSAY,4024 GRACE AVENUE,,BRONX,NY,104660000,2129943478,Importer
BV5,VARIAN ASSOCIATES,P O BOX 50396,3100 HANSEN WAY  M/S E-029,PALO ALTO,CA,943030396,4154245819,Importer
BV6,J STANLEY CO,32-34 PAPETTI PLAZA,P O BOX 763,ELIZABETH,NJ,072070000,9085278600,Importer
BV7,ERDA INC,126-14 111TH AVENUE,,SOUTH OZONE PAR,NY,114200000,7188356032,Importer
BV8,AMWAY CORPORATION,7575 PULTON STREET,,EAST ADA,MI,493550001,6166767452,Importer
BV9,SOMEOS INTERNATIONAL INC,639 NEWARK AVENUE,,JERSEY CITY,NJ,073060000,2014201552,Importer
BW0,A MICHAEL GRAY,1255 PENNSYLVANIA AVE,,BROOKLYN,NY,112390000,7186421612,Importer
BW1,PACCAR INC,PO BOX 1518,,BELLEVUE,WA,980090000,2064557890,Importer
BW2,ADEMCO,A DIVISION OF PITTWAY CORPORATION,165 EILEEN WAY,SYOSSET,NY,11791,5169216704,Importer
BW3,PUTNAM STAINLESS TUBES INC,1163 ROUTE 22,,M WESTFIELD,NJ,070910000,9082329200,Importer
BW4,DRUM-MATES INC,P O BOX 636,,LUMBERTON,NJ,080480000,6092611033,Importer
BW5,ARMES DE CHASSE,1325 PARKERSVILLE ROAD,,KENNETT SQUARE,PA,193480000,2153881146,Importer
BW6,TABCO INTERNATIONAL ENTERPRISES INC,2351 NW 147TH STREET,,OPA LOCKE,FL,330540000,3056881711,Importer
BW7,IOMEGA CORPORATION,1821 WEST IOMEGA WAY,,ROY,UT,840670000,8017784324,Importer
BW8,HAWAII INTERNATIONAL SEAFOODS INC,P O BOX 30486,HONOLULU INTERNATIONAL AIRPORT,HONOLULU,HI,968200000,8088363474,Importer
BW9,BAYWAY REFINING COMPANY,1400 PARK AVENUE,,LINDEN,NJ,070360000,9085235356,Importer
BX0,POLK AUDIO,5601 METRO DRIVE,,BALTIMORE,MD,212150000,4103583600,Importer
BX1,EL PARAISO DE LAS FLORES,183 PESANTE STREET,,SANTURCE,PR,009030000,8097256915,Importer
BX2,RHEEM MANUFACTURING COMPANY,13601 MINES RD,,LAREDO,TX,780410000,2107255456,Importer
BX3,LEONARD THIER,DBA THETA THIER INDUSTRIES,327 WHEELER AVENUE,SCRANTON,PA,185100000,7173464268,Importer
BX4,TENDER HEART TREASURES LTD,10525 J STREET,,OMAHA,NE,681270000,4025931313,Importer
BX5,SAF-T-GARD INTERNATIONAL INC,205 HUEHL ROAD,,NORTHBROOK,IL,600620000,7082911600,Importer
BX6,LONE STAR STEEL COMPANY,P O BOX 803546,,DALLAS,TX,753803456,2143863981,Importer
BX7,MICROTUBRO INC,2707 FORUM DRIVE,,GRAND PRAIRIE,TX,750517027,2146605545,Importer
BX8,MOBIL OIL CORPORATION,P O BOX 900,,DALLAS,TX,752210900,2146584268,Importer
BX9,SANDEN INTERNATIONAL USA INC,601 SOUTH SANDEN BLVD,,WYLIE,TX,750984999,2144428550,Importer
BY0,THE ORIENT LIMITED,1433 PINEWOOD STREET,,RAHWAY,NJ,070650000,9088159299,Importer
BY1,KEN S BRELAND,DBA PACIFIC INTERTRADE,2255 SANTA FE AVENUE,TORRANCE,CA,90501,3107870630,Importer
BY2,MANTRACO INC,102 CHARLESTON STREET,,NEW YORK,NY,100140000,2127411023,Importer
BY3,SOUTHERN MARINE & INDUSTRIAL SUPPLY,647 W RIVER STREET,,SAVANNAH,GA,314011192,9122346646,Importer
BY4,COLONIAL OIL INDUSTRIES INC,P O BOX 576,,SAVANNAH,GA,314020576,9122361331,Importer
BY5,KING & PRINCE SEAFOOD CORPORATION,P O BOX 899,,BRUNSWICK,GA,315210899,9122655155,Importer
BY6,GOOD SPECIALTIES INC,4500 S 76TH CIRCLE,,OMAHA,NE,681270000,4023315400,Importer
BY7,CONAGRA INC,221 S 15TH STREET,,OMAHA,NE,681020000,4025954436,Importer
BY8,NOONIUM IMPORT CORP,22 MERTON AVENUE,,LYNNBROOK,NY,115630000,5165933637,Importer
BY9,MATSUSHITA TELEVISION COMPANY,2602 HOOVER AVENUE,,NATIONAL CITY,CA,919500000,6194747955,Importer
BZ0,COMPONENTS IMPORTERS INTERNATIONAL,1261 WILEY ROAD,UNIT F,SCHAUMBURG,IL,601730000,7088437111,Importer
BZ1,MOLLENDO EQUIPMENT COMPANY INC,11-43 45TH AVENUE,,LONG ISLAND CIT,NY,111010000,7187292333,Importer
BZ2,MICHAEL VON QUILICH,553 MERLOT PLACE,,CHULA VISTA,CA,919130000,6196619010,Importer
BZ3,LOWRANCE ELECTRONICS INC,12000 EAST SKELLY DRIVE,,TULSA,OK,741280000,9184388775,Importer
BZ4,SANRIO INC,570 ECCLES AVENUE,,S SAN FRANCISCO,CA,940800000,4159522880,Importer
BZ5,VIKING INDUSTRIAL CORPORATION,620 CLARK AVENUE,,PITTSBURG,CA,945650000,5104272518,Importer
BZ6,AESCULAP INC,1000 GATEWAY BLVD,,S SAN FRANCISCO,CA,940800000,4158767000,Importer
BZ7,AMDAHL CORPORATION,1250 E ARQUES AVENUE,,SUNNYVALE,CA,940883470,4089443809,Importer
BZ8,TERRY'S TROPICALS,209 DUPONT CIRCLE,,WILMINGTON,DE,198090000,3027620806,Importer
BZ9,LOUIS NEFF INC,740 SANSON STREET,ROOM 201,PHILADELPHIA,PA,191063271,2159224923,Importer
B01,NORTHWEST AIRLINES INC,5101 NORTHWEST DR.,DEPARTMENT A4190,ST PAUL,MN,551110000,6127274611,Importer
B02,LONDONTOWN CORPORATION,LONDONTOWN BLVD,,ELDERSBURG,MD,217840000,9122340729,Importer
B03,TOSCANY INC,2200 T BROENING HWY,SUITE 1710,BALTIMORE,MD,212240000,3016317057,Importer
B04,FAUBERT FEEDS (1979) INC,RR 1  BOX 285,,CONSTABLE,NY,129260000,0000000000,Importer
B05,M-W INSTRUMENTS INC,4230 SHILLING WAY,,DALLAS,TX,752370000,2143304693,Importer
B06,SPORT SUPPLY GROUP,P O BOX 7106,,DALLAS,TX,752090000,2144849484,Importer
B07,VIE DE FRANCE CULINARY - VENDOME,4106 WHEELER AVENUE,,ALEXANDRIA,VA,223140000,7037508600,Importer
B08,INTERNATIONAL SHOPPES INC,INTERNATIONAL ARRIVALS BUILDING,JFK AIRPORT,JAMAICA,NY,114300000,7189177816,Importer
B09,LANE BRYANT INC,2300 SOUTHEASTERN AVENUE,,INDIANAPOLIS,IN,462010000,3172663195,Importer
B10,OVERLAND PRODUCTS INC,5908 SAN BERNARDO,SUITE #8,LAREDO,TX,780400000,5127234747,Importer
B11,SCOJAY ENTERPRISES LTD,233A PARK STREET,,HACKENSACK,NJ,076010000,2014874230,Importer
B12,ZEBCO CORPORATION,601 E APACHE,,TULSA,OK,741150000,9188365581,Importer
B13,ALDRICH CHEMICAL CO,940 WEST ST PAUL AVENUE,,MILWAUKEE,WI,532010000,4142733850,Importer
B14,WEYCO GROUP INC,234 EAST RESERVOIR AVENUE,,MILWAUKEE,WI,532120000,4142638800,Importer
B15,DAI CHEONG TRADING COMPANY INC,317 NORTH AVENUE 19,,LOS ANGELES,CA,900310000,2132251888,Importer
B16,COASTAL STATES TRADING,9 GREENWAY PLAZA,,HOUSTON,TX,770460996,7138776304,Importer
B17,ALLEN COACHWORKS INC,131 FLECHA LANE,,LAREDO,TX,780410000,5127245021,Importer
B18,KRUEGER INTERNATIONAL INC,1330 BELLEVUE STREET,P O BOX 8100,GREEN BAY,WI,543088100,4144888100,Importer
B19,HOST INTERNATIONAL INC,SEA-TAC INTERNATIONAL AIRPORT,,SEATTLE,WA,981581282,2064335646,Importer
B20,ANSETT INDUSTRIES AUSTRALIA LTD,10881 LA TUNA CANYON ROAD,,SUN VALLEY,CA,913520000,8187683600,Importer
B21,UNITED AIR LINES DUTY FREE WAREHOUS,1660 GILBRETH ROAD,,BURLINGAME,CA,940100000,4158763103,Importer
B22,PAPER CONVERTING MACHINE COMPANY,2300 SOUTH ASHLAND AVENUE,P O BOX 19005,GREEN BAY,WI,543079005,4144945601,Importer
B23,AMMEX TAX & FREE SHOPS WEST INC,(AMMEX WEST) SUB. OF DUTY FREE INTL,P O BOX 4029- 20-12TH STEET,BLAINE,WA,982310000,2063325961,Importer
B24,METROPOLITAN LIQUOR CO INC,5350 N SHERMAN BLVD,,MILWAUKEE,WI,532090000,4144639710,Importer
B25,E M LAWRENCE LTD,317 ST PAULS AVENUE,,NEW JERSEY,NJ,073060000,2014207680,Importer
B26,CONSOLIDATED FABRICATORS CORP,14620 ARMINIA STREET,,VAN NUYS,CA,914020000,2135864535,Importer
B27,ALCOA FUJIKURA LTD,MARYLAND FARMS OFFICE PARK,SUITE 200  105 WESTWOOD DRIVE,BRENTWOOD,TN,370270000,5126845484,Importer
B28,THC SYSTEMS INC,200 BROAD HOLLOW RDOAD,SUITE 400,MELVILLE,NY,117470000,5167533700,Importer
B29,CENTURY WINDOWS INC,1040 WALLACE WAY,P O BOX 8638,CITY OF INDUSTR,CA,917480000,8189646564,Importer
B30,FITZ AND FLOYD,2055 C LUNA ROAD,,CARROLLTON,TX,750060000,2144849494,Importer
B31,WILLITTS DESIGNS,1129 INDUSTRIAL AVENUE,,PETALUMA,CA,949520000,7077787211,Importer
B32,ABC FROZEN FOODS INC,P O BOX 1262,,HIDALGO,TX,785570000,5126305967,Importer
B33,THE BOMBAY COMPANY,550 BAILEY STREET,SUITE 400,FORT WORTH,TX,761072111,8178471747,Importer
B34,ELDORADO,7290 N W 43 STREET,,MIAMI,FL,331660000,3055930359,Importer
B35,CONTINENTAL DUTY FREE INC,6124 NW 74TH AVENUE,,MIAMI,FL,331520000,3054771600,Importer
B36,EXPORTHER BONDED CORP,6124 NW 74TH AVENUE,,MIAMI,FL,331660000,3055913993,Importer
B37,SOUTHERN WINE & SPIRITS OF TAMPA,5210 16TH AVENUE SOUTH,P O BOX 13505,TAMPA,FL,336813505,8136231288,Importer
B38,QUINTANA HNOS INC,P O BOX 97,,SAN JUAN,PR,009020000,8097222500,Importer
B39,EL PASO SADDLEBLANKET CO,601 N OREGON STREET,,EL PASO,TX,799010000,9155441000,Importer
B40,K H H ENTERPRISES CO LTD,DBA NANKANG USA AND FORMULA TIRE CO,3040 EAST ANA STREET,RANCHO DOMINGUE,CA,902210000,2136048760,Importer
B41,LUFTHANSA GERMAN AIRLINES,CARGO TERMINAL #261,JFK INTL AIRPORT,JAMAICA,NY,114300000,7186327257,Importer
B42,NELSON/WEATHER-RITE,P O BOX 14488,,LENEXA,KS,662150488,9134923200,Importer
B43,VISION PRODUCTS INC,4904 FREDRICKSBURG ROAD,,SAN ANTONIO,TX,782290000,5125251844,Importer
B44,INTRADECO,7300 BIRD ROAD,SUITE 200,MIAMI,FL,331550000,3052648888,Importer
B45,QUALITY MARINE,5420 W 104TH STREET,BUILDING 2 EAST,LOS ANGELES,CA,900450000,3106451107,Importer
B46,V & R INV GROUP INC,500 VAN BUREN DRIVE,,MONTEREY OARK,CA,917540000,2132259085,Importer
B47,IMPOMAR INC,2513 NW 74TH AVENUE,,MIAMI,FL,331220000,3055915655,Importer
B48,REGAL FARMS,2027 NW 89 PLACE,,MIAMI,FL,331720000,3054771577,Importer
B49,CITGO PETROLEUM CORPORATION,P O BOX 3758,,TULSA,OK,741020000,3184917217,Importer
B50,OVERSEAS COURIER SERVICE,11004 E. MARGINAL WAY S.,,TUKWILA,WA,981681935,2067637473,Importer
B51,FIELDS CORPORATION,2240 TAYLOR WAY,,TACOMA,WA,984210000,2066274098,Importer
B52,PORT TOWNSEND PAPER CORP,100 PAPERMILL HILL ROAD,,PORT TOWNSEND,WA,983680039,2063853170,Importer
B53,REDDEN NET CO,2626 HARBOR LOOP,,BELLINGHAM,WA,982250000,2067330250,Importer
B54,LUMMI FISHERIES SUPPLY,851 COHO WAY,,BELLINGHAM,WA,982250000,2067343336,Importer
B55,FLORIMEX LOS ANGELES INC,11000 S HINDRY AVENUE,,LOS ANGELES,CA,900450000,2136411220,Importer
B56,ROSS GLOVE COMPANY,P O BOX 209,,SHEBOYGAN,WI,530820000,4144574331,Importer
B57,SOUTHWESTERN IMPORTS,6445 AVENIDA COSTA NORTE,,SAN DIEGO,CA,920730000,6196616644,Importer
B58,WEST COAST BEAUTY SUPPLY CO INC,1303 FOLSOM STREET,,SAN FRANCISCO,CA,941030000,4152412500,Importer
B59,FALCON FARMS,8312 NW 14TH STREET,,MIAMI,FL,331520000,3054778088,Importer
B60,RICHLONG ASSOCIATES INC,DBA RICHLONG INTERNATIONAL INC,724 B AVENUE,NATIONAL CITY,CA,919500000,6194775555,Importer
B61,H O TRERICE CO,12950 W EIGHT MILE ROAD,,OAK PARK,MI,482370000,3133998000,Importer
B62,CREATIONS & CRAFTS CO,55 CENTRAL AVENUE,,PASSAIC,NJ,070550000,2104709090,Importer
B63,HUMBERTO VIDAL INC,P O BOX 21487,,RIO PIEDRAS,PR,009280000,8097517070,Importer
B64,VALDES FARMS INC,P O BOX 650592,,MIAMI,FL,332550000,3052338224,Importer
B65,LA GEAR INC,4221 REDWOOD AVENUE,,LOS ANGELES,CA,900660000,7149881677,Importer
B66,CALZADOS ASTUR INC,SAN FRANCISCO SHOPPING CENTER,P O BOX 20657,RIO PIEDRAS,PR,009270000,8097580211,Importer
B67,AGENCIA DE PUBLICACIONES DE P R INC,G P O BOX 4903,,SAN JUAN,PR,009360000,8097888300,Importer
B68,MOONLIGHT EXPRESS CORPORATION,10 B ENGELHARD AVENUE,,AVENEL,NJ,070010000,8007227681,Importer
B69,ARBOR FOODS INC,3332 ST LAWRENCE DRIVE,,TOLEDO,OH,436050000,4196930142,Importer
B70,BJ ORCHID COMPANY,41 WESTPORT AVENUE,,IRVINE,CA,927200000,7145519612,Importer
B71,FASHION TOWEL IMPORTS CORP,1501 NORTHWEST 82ND AVENUE,,MIAMI,FL,331260000,3055911844,Importer
B72,TREE HOLDINGS EGYPTIAN IMPORTS,7427 DEXTER BLVD,,DETROIT,MI,482060000,3138948284,Importer
B73,CIBA GEIGY,P O BOX 18300,,GREENSBORO,NC,274190000,9196322283,Importer
B74,PROTECTIVE INDUSTRIAL PRODUCTS INC,947-949 TROY-SCHENECTADY ROAD,,LATHAM,NY,121100000,5187830505,Importer
B75,ARWANA INC DBA UNDERWATER WORLD ENT,824 W FLORENCE AVE,,INGLEWOOD,CA,903010000,3106701502,Importer
B76,"PEIKARD MIAMI, INC.",1601 NW 72ND AVENUE,,MIAMI,FL,331260000,3054775011,Importer
B77,RIVER CITY PROTECTIVE WEAR,P O BOX 750331,5192 BLEDSOE,MEMPHIS,TN,381150000,9017943321,Importer
B78,CITIZEN WATCH CO OF AMERICA INC,1000 WEST 190TH ST.,,TORRANCE,CA,905020000,3105328463,Importer
B79,BOLIVIAN FLOWERS IMPORT CORP,2101 NW 97TH AVE.,,MIAMI,FL,33172,3055999025,Importer
B80,PREMIER BEVERAGE CO,3700 COMMERCE PARKWAY,,MIAMI,FL,330250000,3054369200,Importer
B81,GULFSTREAM AEROSPACE CORPORATION,P O BOX 2206,,SAVANNAH,GA,31402,9129643000,Importer
B82,J R BROOKS AND SON INC,8249 NW 36TH STREET,#100,MIAMI,FL,331660000,3055910266,Importer
B83,CASH FISH INC,P O BOX 187,,BOCA RATON,FL,334290000,4073957900,Importer
B84,SUNBELT FLORAL INC,P O BOX 52-0124,,MIAMI,FL,331520000,3055925202,Importer
B85,"CREWS, INC",5192 BLEDSOE,,MEMPHIS,TN,381150000,9013621573,Importer
B86,AALSMEER-ANTIGUA INC,9460 NW 12TH STREET,,MIAMI,FL,331720000,3054776604,Importer
